CORR.,Brand,Model.Number,BrandModel,Price,Photo,Engine.Type,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Clearance.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Leather.Seats,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Night.Rear.View.Mirror,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Smoke.Headlamps,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Voice.Control,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp,Radio,Outside.Temperature.Display,Fog.Lights.Front...Back,Centrally.Mounted.Fuel.Tank,CD.Player,DVD.Player,Electric.Adjustable.Seats,Keyless.Entry,Tyre.Pressure.Monitor,Smart.Access.Card.Entry,Xenon.Headlamps,Halogen.Headlamps,Removable.Convertible.Top,Cassette.Player
2532,Skoda,Kushaq 1.0 TSI Style 2022,SKODAKUSHAQ 1.0 TSI STYLE 2022,19540,https://www.ccarprice.com/products/Skoda_Kushaq_1_0_TSI_Style_2022.jpg,1.0 TSI Petrol,SUV,Petrol,Manual,NA,1,NA,4,front,13,18,5,5,64,169,70,106,6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2533,Skoda,Kushaq 1.0 TSI Style AT 2022,SKODAKUSHAQ 1.0 TSI STYLE AT 2022,20560,https://www.ccarprice.com/products/Skoda_Kushaq_1_0_TSI_Style_AT_2022.jpg,1.0 TSI Petrol,SUV,Petrol,Automatic,NA,1,NA,4,front,13,16,5,4,64,169,70,106,6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2534,Skoda,Kushaq 1.0 TSI Style Non Sunroof 2022,SKODAKUSHAQ 1.0 TSI STYLE NON SUNROOF 2022,19290,https://www.ccarprice.com/products/Skoda_Kushaq_1_0_TSI_Style_Non_Sunroof_2022.jpg,1.0 TSI Petrol,SUV,Petrol,Manual,NA,1,NA,4,front,13,18,5,4,64,169,70,106,6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2535,Skoda,Slavia 1.5L Style 2022,SKODASLAVIA 1.5L STYLE 2022,23140,https://www.ccarprice.com/products/Skoda_Slavia_1_5L_Style_2022.jpg,1.5L Turbocharged 4 cylinder 1498cc,Sedan,Petrol,Manual,150,1.5,132,4,front,25,31,5,4,60,182,70,106,6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2536,Skoda,Enya Coupe iV 80 2022,SKODAENYA COUPE IV 80 2022,53410,https://www.ccarprice.com/products/Skoda_Enya_Coupe_iV_80_2022.jpg,Electric,Coupe,Electric,Automatic,201,NA,229,NA,rear,0,0,5,5,63.6,183,84.5,108.8,6.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2537,Skoda,Enyaq Coupe iV RS 2022,SKODAENYAQ COUPE IV RS 2022,69320,https://www.ccarprice.com/products/Skoda_Enyaq_Coupe_iV_RS_2022.jpg,Electric,,Electric,Automatic,295,NA,340,NA,rear,0,0,5,4,63.8,183.1,84.5,108.9,7.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2538,Skoda,Enyaq iV 60 2022,SKODAENYAQ IV 60 2022,69320,https://www.ccarprice.com/products/Skoda_Enyaq_iV_60_2022.jpg,Electric,Coupe,Electric,Automatic,177,NA,229,NA,rear,0,0,5,5,63.6,183,84.5,108.8,7.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2539,Skoda,Enyaq Coupe RS iV 2022,SKODAENYAQ COUPE RS IV 2022,67630,https://www.ccarprice.com/products/Skoda_Enyaq_Coupe_RS_iV_2022.jpg,Electric,Coupe,Electric,Automatic,295,NA,340,NA,,0,0,5,5,NA,NA,NA,NA,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2540,Skoda,Enyaq Coupe iV 80 2023,SKODAENYAQ COUPE IV 80 2023,53410,https://www.ccarprice.com/products/Skoda_Enyaq_Coupe_iV_80_2023.jpg,Electric,Coupe,Electric,Automatic,201,NA,229,NA,rear,0,0,5,5,63.6,183,84.5,108.8,6.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2541,Skoda,Enyaq Coupe iV 60 2023,SKODAENYAQ COUPE IV 60 2023,68100,https://www.ccarprice.com/products/Skoda_Enyaq_Coupe_iV_60_2023.jpg,Electric,Coupe,Electric,Automatic,177,NA,229,NA,rear,0,0,5,4,63.1,183.1,84.5,108.9,7.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2542,Skoda,Enyaq Coupe iV 80x 2023,SKODAENYAQ COUPE IV 80X 2023,55120,https://www.ccarprice.com/products/Skoda_Enyaq_Coupe_iV_80x_2023.jpg,Electric,Coupe,Electric,Automatic,261,NA,314,NA,all,0,0,5,4,63.1,183.1,84.5,108.9,7.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2543,Skoda,Enyaq Coupe iV 80 2022,SKODAENYAQ COUPE IV 80 2022,53410,https://www.ccarprice.com/products/Skoda_Enyaq_Coupe_iV_80_2022.jpg,Electric,Coupe,Electric,Automatic,201,NA,229,NA,rear,0,0,5,5,63.6,183,84.5,108.8,6.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2544,Skoda,Enyaq Coupe iV 60 2022,SKODAENYAQ COUPE IV 60 2022,68090,https://www.ccarprice.com/products/Skoda_Enyaq_Coupe_iV_60_2022.jpg,Electric,Coupe,Electric,Automatic,177,NA,229,NA,,0,0,5,5,NA,NA,NA,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2545,Skoda,Enyaq Coupe iV 80X 2022,SKODAENYAQ COUPE IV 80X 2022,55120,https://www.ccarprice.com/products/Skoda_Enyaq_Coupe_iV_80X_2022.jpg,Electric,Coupe,Electric,Automatic,261,NA,314,NA,,0,0,5,5,NA,NA,NA,111,NA,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2546,Skoda,Vision Iv 2022,SKODAVISION IV 2022,46630,https://www.ccarprice.com/products/Skoda_Vision_Iv_2022.jpg,Electric,Coupe,Electric,Automatic,177,NA,229,NA,all,0,0,5,4,63.6,183.1,73.9,108.8,6.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2547,Skoda,Enyaq Iv Rs 2022,SKODAENYAQ IV RS 2022,52700,https://www.ccarprice.com/products/Skoda_Enyaq_Iv_Rs_2022.jpg,Electric,SUV,Electric,Automatic,302,NA,340,NA,all,0,0,5,4,63.6,183,74,108.9,6.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2548,Skoda,Enya Coupe iV RS 2022,SKODAENYA COUPE IV RS 2022,69320,https://www.ccarprice.com/products/Skoda_Enya_Coupe_iV_RS_2022.jpg,Electric,Coupe,Electric,Automatic,295,NA,340,NA,rear,0,0,5,4,63.8,183.1,84.5,108.9,7.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2549,Skoda,Octavia 2.0 TDI Onyx 2022,SKODAOCTAVIA 2.0 TDI ONYX 2022,31000,https://www.ccarprice.com/products/Skoda_Octavia_2_0_TDI_Onyx_2022.jpg,2.0TDI Diesel,Sedan,Diesel,Automatic,NA,2,NA,4,front,39,46,5,4,58.1,183.8,72.4,105.8,6.1,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2550,Skoda,Octavia Scout 2022,SKODAOCTAVIA SCOUT 2022,53490,https://www.ccarprice.com/products/Skoda_Octavia_Scout_2022.jpg,2.0 TDI,Hatchback,Petrol,Automatic,184,2,281,NA,all,33,33,5,4,60.2,184.4,71.4,105.4,6.3,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,Yes,,,,,,,,,,,,,,
2551,Skoda,Enyaq iV 80,SKODAENYAQ IV 80,52630,https://www.ccarprice.com/products/Skoda_Enyaq_iV_80.jpg,Electric,SUV,Electric,Automatic,201,NA,229,NA,rear,0,0,5,4,63.6,183,84.5,108.8,6.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2552,Skoda,Enyaq iV 60,SKODAENYAQ IV 60,69320,https://www.ccarprice.com/products/Skoda_Enyaq_iV_60.jpg,Electric,SUV,Electric,Automatic,177,NA,229,NA,rear,0,0,5,4,63.6,183,84.5,108.8,7.2,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,
2553,Skoda,Superb Sportline AT 2020,SKODASUPERB SPORTLINE AT 2020,46260,https://www.ccarprice.com/products/Skoda_Superb_Sportline_AT_2020.jpg,,Sedan,Petrol,Automatic,188,NA,320,4,front,NA,NA,5,4,59,195,75,114,6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,,Yes,,,
2554,Skoda,Superb L&K AT 2020,SKODASUPERB L&K AT 2020,43900,https://www.ccarprice.com/products/Skoda-Superb-LK-AT-2020.jpg,,Sedan,Petrol,Automatic,188,NA,320,4,front,NA,NA,5,4,59,195,75,114,6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,,,Yes,,,
2555,Skoda,Octavia 2.0 TDI Onyx 2019,SKODAOCTAVIA 2.0 TDI ONYX 2019,30900,https://www.ccarprice.com/products/Skoda_Octavia_2.0_TDI_Onyx_2019.jpg,2.0TDI Diesel Engine,Sedan,Diesel,Automatic,NA,2,NA,4,front,39,46,5,4,59,187,73,108,6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,,,Yes,,,
2556,Skoda,Octavia 1.8 TSI Onyx 2019,SKODAOCTAVIA 1.8 TSI ONYX 2019,28000,https://www.ccarprice.com/products/Skoda-Octavia-1.8-TSI-Onyx-2019.jpg,1.8TSI Petrol Engine,Sedan,Petrol,Automatic,NA,1.8,NA,4,front,26,35,5,4,59,187,73,108,6,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,,,Yes,,,
2557,Skoda,Scout 2.0 TDi AT 2019,SKODASCOUT 2.0 TDI AT 2019,48000,https://www.ccarprice.com/products/Skoda-Kodiaq-Scout-2.0-TDi-AT-2019.jpg,Diesel Engine,Sedan,Diesel,Automatic,NA,NA,NA,4,all,29,38,7,5,67,188,75,112,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Yes,Yes,,,
2558,Skoda,Rapid 1.6 MPI Rider Edition 2019,SKODARAPID 1.6 MPI RIDER EDITION 2019,10100,https://www.ccarprice.com/products/Skoda-Rapid-1.6-MPI-Rider-Edition-2019.jpg,,Sedan,Petrol,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2559,Skoda,Rapid 1.6 MPI Active 2019,SKODARAPID 1.6 MPI ACTIVE 2019,11500,https://www.ccarprice.com/products/Skoda_Rapid_1.6_MPI_Active_2019.jpg,,Sedan,Petrol,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2560,Skoda,Rapid 1.5 TDI Active 2019,SKODARAPID 1.5 TDI ACTIVE 2019,13700,https://www.ccarprice.com/products/Skoda_Rapid_1.5_TDI_Active_2019.jpg,,Sedan,Diesel,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2561,Skoda,Rapid Onyx 1.6 MPI MT 2019,SKODARAPID ONYX 1.6 MPI MT 2019,14100,https://www.ccarprice.com/products/Skoda_Rapid_Onyx_1.6_MPI_MT_2019.jpg,,Sedan,Petrol,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2562,Skoda,Rapid 1.6 MPI Ambition 2019,SKODARAPID 1.6 MPI AMBITION 2019,14400,https://www.ccarprice.com/products/Skoda_Rapid_1.6_MPI_Ambition_2019.jpg,,Sedan,Petrol,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2563,Skoda,Onyx 1.6 MPI AT 2019,SKODAONYX 1.6 MPI AT 2019,15900,https://www.ccarprice.com/products/Rapid_Onyx_1.6_MPI_AT_2019.jpg,,Sedan,Petrol,Automatic,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2564,Skoda,Rapid 1.6 MPI Style 2019,SKODARAPID 1.6 MPI STYLE 2019,16100,https://www.ccarprice.com/products/Skoda_Rapid_1.6_MPI_Style_2019.jpg,,Sedan,Petrol,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2565,Skoda,Rapid 1.5 TDI Ambition 2019,SKODARAPID 1.5 TDI AMBITION 2019,16300,https://www.ccarprice.com/products/Skoda_Rapid_1.5_TDI_Ambition_2019.jpg,,Sedan,Petrol,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2566,Skoda,Rapid 1.6 MPI AT Ambition 2019,SKODARAPID 1.6 MPI AT AMBITION 2019,16400,https://www.ccarprice.com/products/Skoda_Rapid_1.6_MPI_AT_Ambition_2019.jpg,,Sedan,Petrol,Automatic,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2567,Skoda,Rapid Monte Carlo 1.6 MPI 2019,SKODARAPID MONTE CARLO 1.6 MPI 2019,16500,https://www.ccarprice.com/products/Skoda_Rapid_Monte_Carlo_1.6_MPI_2019.jpg,,Sedan,Petrol,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2568,Skoda,Rapid Onyx 1.5 TDI MT 2019,SKODARAPID ONYX 1.5 TDI MT 2019,16700,https://www.ccarprice.com/products/Skoda_Rapid_Onyx_1.5_TDI_MT_2019.jpg,,Sedan,Diesel,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,
2569,Skoda,Rapid 1.6 MPI AT Style 2019,SKODARAPID 1.6 MPI AT STYLE 2019,18000,https://www.ccarprice.com/products/Skoda-Rapid-1.6-MPI_-AT-Style-2019.jpg,,Sedan,Petrol,Automatic,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,,,
2570,Skoda,Rapid 1.5 TDI AT Ambition 2019,SKODARAPID 1.5 TDI AT AMBITION 2019,18100,https://www.ccarprice.com/products/Skoda_Rapid_1.5_TDI_AT_Ambition_2019.jpg,,Sedan,Diesel,Automatic,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,,,
2571,Skoda,Rapid Monte Carlo 1.6 MPI AT 2019,SKODARAPID MONTE CARLO 1.6 MPI AT 2019,18300,https://www.ccarprice.com/products/Skoda_Rapid_Monte_Carlo_1.6_MPI_AT_2019.jpg,,Sedan,Petrol,Automatic,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,,,
2572,Skoda,Rapid Onyx 1.5 TDI AT 2019,SKODARAPID ONYX 1.5 TDI AT 2019,18500,https://www.ccarprice.com/products/Skoda-Rapid-Onyx-1.5-TDI-AT-2019.jpg,,Sedan,Diesel,Automatic,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,,,
2573,Skoda,Rapid 1.5 TDI Style 2019,SKODARAPID 1.5 TDI STYLE 2019,17400,https://www.ccarprice.com/products/Skoda-Rapid-1.5-TDI-Style-2019.jpg,,Sedan,Diesel,Manual,NA,NA,NA,4,front,NA,NA,5,4,59,177,68,102,5,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,,,,,,
